"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.471582572E1,-1.384125948E-1,-9.289932251E-2,-2.464568615E-2,1.685103569E-1
1.472054073E1,-1.132453680E-1,-5.883312225E-2,1.565571129E-2,1.285727457E-1
1.472525572E1,-1.168157458E-1,-3.929424286E-2,4.137226939E-2,1.300062332E-1
1.472997067E1,-1.061756015E-1,-2.941894531E-2,7.625995576E-2,1.339937071E-1
1.473468562E1,-1.241005659E-1,-1.962852478E-2,7.753616571E-2,1.476417503E-1
1.473940062E1,-1.371322274E-1,4.702758789E-2,4.542508721E-2,1.519219549E-1
1.474411557E1,-1.453692317E-1,6.091594696E-2,-2.916355431E-2,1.602918557E-1
1.474883057E1,-1.772689223E-1,6.045532227E-2,-6.492437422E-2,1.982278769E-1
1.475354552E1,-1.661352515E-1,5.526161194E-2,-1.049044058E-1,2.041070844E-1
1.475826052E1,-1.788762808E-1,3.587627411E-2,-1.442281604E-1,2.325630949E-1
1.476297546E1,-1.725211143E-1,-2.328872681E-3,-1.307763010E-1,2.164980357E-1
1.476769041E1,-1.234984994E-1,-1.173877716E-2,-9.822015464E-2,1.582304554E-1
1.477240541E1,-1.271902323E-1,-4.480743408E-2,-8.011218160E-2,1.568535080E-1
1.477712036E1,-1.023679972E-1,-3.488922119E-2,-1.938264072E-2,1.098733424E-1
1.478183536E1,-1.206244826E-1,-3.930950165E-2,1.226505637E-2,1.274595400E-1
1.478655031E1,-9.612321854E-2,-3.421592712E-2,5.299495161E-2,1.149733348E-1
1.479126531E1,-1.430685520E-1,-4.341030121E-2,3.152303398E-2,1.527964872E-1
1.479598026E1,-1.753877997E-1,-4.304218292E-2,4.793398082E-2,1.868453273E-1
1.480069526E1,-2.453556657E-1,-2.843952179E-2,4.488508403E-2,2.510435816E-1
1.480541020E1,-2.339029908E-1,-3.767395020E-2,3.689283133E-2,2.397728438E-1
1.481012520E1,-2.129497528E-1,-4.114151001E-3,9.755343199E-3,2.132127815E-1
1.481484015E1,-1.682777405E-1,-1.827716827E-2,1.111729443E-2,1.696320932E-1
1.481955510E1,-1.190636754E-1,2.938842773E-2,1.709599793E-2,1.238229043E-1
1.482427010E1,-5.121564865E-2,3.869247437E-2,5.129802227E-2,8.216834748E-2
1.482898505E1,-1.714783907E-2,8.587932587E-2,1.038794667E-1,1.358685048E-1
1.483370005E1,2.346992493E-3,1.184301376E-1,1.083136350E-1,1.605087206E-1
1.483841500E1,-2.101480961E-3,1.412086487E-1,7.923908532E-2,1.619355777E-1
1.484313000E1,1.716166735E-2,1.685352325E-1,5.971963704E-2,1.796248382E-1
1.484784494E1,-1.756906509E-3,1.529130936E-1,2.120666206E-2,1.543866038E-1
1.485255994E1,-4.424667358E-2,9.470939636E-2,-3.122264147E-2,1.090985390E-1
1.485727489E1,-4.841458797E-2,7.970142365E-2,-6.910055131E-2,1.160653930E-1
1.486198989E1,-8.090829849E-2,3.635787964E-2,-1.303526014E-1,1.576700633E-1
1.486670484E1,-6.092625856E-2,-6.627082825E-3,-1.198630780E-1,1.346220067E-1
1.487141979E1,-3.161603212E-2,-2.077579498E-2,-1.472261250E-1,1.520090097E-1
1.487613479E1,-2.546966076E-3,-4.904174805E-2,-1.457971781E-1,1.538453680E-1
1.488084974E1,1.673412323E-2,-8.182334900E-2,-1.395896822E-1,1.626664400E-1
1.488556474E1,5.963921547E-2,-6.212329865E-2,-1.145624667E-1,1.433202674E-1
1.489027968E1,9.263622761E-2,-6.632518768E-2,-1.089837402E-1,1.576640632E-1
1.489499468E1,9.207826853E-2,-1.829814911E-2,-9.895703942E-2,1.364028059E-1
1.489970963E1,1.055887341E-1,-3.713512421E-2,-9.890749305E-2,1.493676351E-1
1.490442458E1,9.050285816E-2,-2.734565735E-2,-1.181094721E-1,1.512891262E-1
1.490913958E1,4.242259264E-2,-9.356307983E-2,-1.373468637E-1,1.715164344E-1
1.491385453E1,-4.087090492E-4,-8.803272247E-2,-1.565803885E-1,1.796311369E-1
1.491856953E1,1.428109407E-2,-3.981304169E-2,-1.707909107E-1,1.759504564E-1
1.492328448E1,5.283474922E-3,-2.045345306E-2,-1.705621928E-1,1.718654138E-1
1.492799948E1,1.545566320E-2,3.672504425E-2,-1.701681167E-1,1.747706907E-1
1.493271442E1,4.938757420E-2,2.225303650E-2,-1.459090114E-1,1.556398719E-1
1.493742942E1,8.304375410E-2,3.637981415E-2,-1.074416339E-1,1.405825760E-1
1.494214437E1,1.448463202E-1,1.716709137E-2,-2.156338096E-2,1.474453963E-1
1.494685937E1,1.300431490E-1,-2.088165283E-2,-2.641364187E-2,1.343314725E-1
1.495157432E1,1.294384599E-1,-3.015136719E-2,-1.674591005E-2,1.339546391E-1
1.495628932E1,6.692284346E-2,-6.783771515E-2,-4.017236829E-2,1.034139340E-1
1.496100427E1,2.849084139E-2,-7.675170898E-2,-7.754033804E-2,1.127610611E-1
1.496571922E1,9.197175503E-3,-7.611274719E-2,-1.048986614E-1,1.299287015E-1
1.497043422E1,-4.800909758E-2,-7.548809052E-2,-1.555120051E-1,1.794082188E-1
1.497514916E1,-3.366023302E-2,-4.165267944E-2,-2.148878276E-1,2.214604603E-1
1.497986416E1,-3.846567869E-2,1.390457153E-3,-2.591739893E-1,2.620165997E-1
1.498457911E1,8.921146393E-3,6.106376648E-3,-3.026832640E-1,3.028762668E-1
1.498929411E1,2.738887072E-2,1.552867889E-2,-2.980371714E-1,2.996955883E-1
1.499400906E1,3.621822596E-2,-2.732849121E-2,-2.503940761E-1,2.544716088E-1
1.499872406E1,4.967021942E-2,-7.932376862E-2,-2.409019768E-1,2.584437142E-1
1.500343901E1,8.199810982E-2,-8.342838287E-2,-1.790678501E-1,2.138908133E-1
1.500815395E1,9.033077955E-2,-4.953002930E-2,-1.176264063E-1,1.563612643E-1
1.501286895E1,6.537371874E-2,-2.540779114E-2,-6.140399352E-2,9.321871793E-2
1.501758390E1,6.909584999E-2,3.173255920E-2,-2.466693148E-2,7.993528200E-2
1.502229890E1,6.814879179E-2,5.518531799E-2,-1.678904146E-2,8.928353184E-2
1.502701385E1,4.838800430E-2,1.164207458E-1,1.927988231E-2,1.275417692E-1
1.503172885E1,4.313528538E-2,1.107149124E-1,4.059312493E-2,1.255637148E-1
1.503644380E1,4.813194275E-3,1.098098755E-1,3.771512955E-2,1.162058802E-1
1.504115880E1,-2.822446823E-2,8.045768738E-2,2.514083683E-2,8.889387910E-2
1.504587375E1,-3.703695536E-2,2.764320374E-2,-1.583107561E-2,4.885187540E-2
1.505058875E1,-1.239079237E-2,4.647254944E-2,-3.269894049E-2,5.815883678E-2
1.505530369E1,-1.636999846E-2,2.243709564E-2,-6.364674121E-2,6.944283820E-2
1.506001869E1,3.468155861E-3,4.606437683E-2,-4.698503762E-2,6.589042934E-2
1.506473364E1,2.314227819E-2,5.525493622E-2,-2.110484242E-2,6.351446599E-2
1.506944859E1,4.254263639E-2,1.023235321E-1,5.182172358E-2,1.223334466E-1
1.507416359E1,4.268825054E-2,1.205120087E-1,4.801271111E-2,1.365673877E-1
1.507887854E1,6.170362234E-2,9.582710266E-2,1.096471027E-2,1.145006353E-1
1.508359354E1,6.146419048E-2,1.093006134E-1,7.244803011E-3,1.256063612E-1
1.508830849E1,4.218602180E-2,1.084184647E-1,-2.031247690E-2,1.180966580E-1
1.509302349E1,5.623179674E-2,1.075363159E-1,-3.343629092E-2,1.258731892E-1
1.509773843E1,6.530308723E-2,1.161422729E-1,-5.599817634E-2,1.445313686E-1
1.510245343E1,7.418781519E-2,1.151723862E-1,-8.312913030E-2,1.602465686E-1
1.510716838E1,7.339590788E-2,9.047222137E-2,-1.004980206E-1,1.538571880E-1
1.511188333E1,1.199579835E-1,4.697990417E-2,-7.051592320E-2,1.468656686E-1
1.511659833E1,1.186197400E-1,7.028770447E-2,-2.176745981E-2,1.395880598E-1
1.512131328E1,1.172938347E-1,3.645038605E-2,-6.668318063E-3,1.230078890E-1
1.512602828E1,9.219491482E-2,3.610992432E-2,-1.253783703E-3,9.902222440E-2
1.513074323E1,1.005811691E-1,7.303237915E-3,8.916996419E-3,1.012394276E-1
1.513545822E1,7.573282719E-2,2.470970154E-3,2.369286865E-2,7.939092412E-2
1.514017317E1,7.481986284E-2,4.039001465E-2,3.344368935E-2,9.136654484E-2
1.514488817E1,3.594756126E-2,4.002666473E-2,-4.383277148E-3,5.397753393E-2
1.514960312E1,-1.209318638E-2,6.339454651E-2,-3.911964595E-3,6.465614550E-2
1.515431812E1,-3.120440245E-2,2.962589264E-2,-3.664227575E-2,5.651605629E-2
1.515903307E1,-9.286898375E-2,-3.863334656E-3,-2.648249455E-2,9.664831097E-2
1.516374807E1,-1.254898310E-1,-4.181480408E-2,-4.498214647E-2,1.397124512E-1
1.516846302E1,-1.529823542E-1,-1.079120636E-1,-7.291368395E-2,2.009104762E-1
1.517317796E1,-2.085543275E-1,-9.751129150E-2,-1.005841419E-1,2.512379929E-1
1.517789297E1,-2.302213907E-1,-1.156482697E-1,-1.091130227E-1,2.797893185E-1
1.518260791E1,-1.899024844E-1,-7.192897797E-2,-1.035286561E-1,2.279362062E-1
1.518732291E1,-1.877191067E-1,-3.330326080E-2,-1.265547276E-1,2.288310933E-1
1.519203786E1,-8.589184284E-2,2.873039246E-2,-1.112780720E-1,1.434770136E-1
1.519675286E1,3.401547670E-2,7.125854492E-2,-1.339053810E-1,1.554525134E-1
1.520146781E1,5.315327644E-2,8.494663239E-2,-8.018894494E-2,1.283412172E-1
1.520618281E1,8.625906706E-2,9.851169586E-2,-6.962667406E-2,1.483005550E-1
1.521089776E1,1.047979593E-1,1.024646759E-1,-4.971697181E-2,1.547688579E-1
1.521561276E1,1.325077415E-1,7.789516449E-2,-3.470253572E-2,1.575760901E-1
1.522032770E1,1.123621464E-1,6.774997711E-2,-2.452024817E-2,1.334786646E-1
1.522504270E1,7.323485613E-2,7.665538788E-2,-2.862703055E-2,1.098130207E-1
1.522975765E1,6.274080276E-2,5.699443817E-2,-8.976614103E-3,8.523704544E-2
1.523447260E1,3.323972225E-2,5.172443390E-2,1.999571547E-2,6.465388492E-2
1.523918760E1,1.816564798E-2,4.649257660E-2,3.913463652E-2,6.342767709E-2
1.524390250E1,-6.330490112E-3,1.756858826E-2,5.801927671E-2,6.095052804E-2
1.524861755E1,-1.638561487E-2,7.869720459E-3,5.291739106E-2,5.595240077E-2
1.525333250E1,1.641052961E-2,2.673053741E-2,7.622665167E-2,8.242772311E-2
1.525804750E1,1.096755266E-2,1.221275330E-2,7.555697858E-2,7.731943848E-2
1.526276244E1,-8.667171001E-3,1.679801941E-2,9.375866503E-2,9.564507607E-2
1.526747744E1,3.920197487E-4,-1.186943054E-2,8.791815490E-2,8.871662201E-2
1.527219239E1,-1.904261112E-2,1.191234589E-2,7.731907070E-2,8.051561163E-2
1.527690739E1,-5.718690157E-2,1.652145386E-2,4.777511582E-2,7.632667843E-2
1.528162234E1,-8.535444736E-2,2.127647400E-3,1.367587969E-2,8.646929081E-2
1.528633729E1,-8.001130819E-2,-2.163219452E-2,-3.431498259E-2,8.970662912E-2
1.529105229E1,-8.409309387E-2,-2.145290375E-2,-4.850691929E-2,9.942231508E-2
1.529576724E1,-7.384788990E-2,-3.550624847E-2,-6.721473485E-2,1.059812488E-1
1.530048224E1,-8.261585236E-2,-4.943656921E-2,-1.285229027E-1,1.605848373E-1
1.530519718E1,-6.272536516E-2,-3.951168060E-2,-1.086809188E-1,1.315567803E-1
1.530991218E1,-6.661832333E-2,-4.864120483E-2,-1.175846606E-1,1.436318914E-1
1.531462713E1,-4.669457674E-2,-5.768966675E-2,-1.500759274E-1,1.674254017E-1
1.531934213E1,-1.750105619E-2,-4.293918610E-2,-1.158055216E-1,1.247436552E-1
1.532405708E1,-3.120654821E-2,-4.728794098E-2,-1.102507114E-1,1.239565141E-1
1.532877208E1,-6.831705570E-3,-6.109333038E-2,-1.141834855E-1,1.296801279E-1
1.533348703E1,-1.587629318E-3,-5.104732513E-2,-1.180722117E-1,1.286444603E-1
1.533820203E1,1.790559292E-2,-2.684307098E-2,-1.408501565E-1,1.444988834E-1
1.534291698E1,8.761048317E-3,-2.840042114E-3,-1.302010566E-1,1.305263841E-1
1.534763198E1,4.715025425E-2,3.519916534E-2,-1.196908206E-1,1.333717371E-1
1.535234692E1,5.199933052E-2,5.868339539E-2,-9.493052959E-2,1.231238268E-1
1.535706187E1,1.137574911E-1,8.197307587E-2,-4.672035575E-2,1.477942610E-1
1.536177687E1,1.179963350E-1,9.082603455E-2,-8.414730430E-3,1.491419167E-1
1.536649182E1,1.695463061E-1,9.484863281E-2,4.368614405E-2,1.991248158E-1
1.537120682E1,1.446225047E-1,5.611324310E-2,8.576647937E-2,1.772575920E-1
1.537592177E1,1.340872049E-1,6.515312195E-2,9.408077598E-2,1.762824445E-1
1.538063677E1,9.985417128E-2,5.038070679E-2,9.739071131E-2,1.483038158E-1
1.538535172E1,8.957874775E-2,4.047107697E-2,8.635242283E-2,1.308396005E-1
1.539006672E1,7.458633184E-2,6.385993958E-2,6.576988846E-2,1.181816018E-1
1.539478166E1,5.017185211E-2,5.382537842E-2,3.106587753E-2,7.987161481E-2
1.539949666E1,5.443489552E-2,1.539993286E-2,1.089969650E-2,5.761179711E-2
1.540421161E1,3.018760681E-2,-1.321411133E-2,-9.037010372E-3,3.416975124E-2
1.540892661E1,3.456145525E-2,-4.159355164E-2,-1.921021007E-2,5.738945807E-2
1.541364156E1,5.678892136E-3,-5.075359344E-2,-2.925420552E-2,5.885563358E-2
1.541835651E1,-2.776449919E-2,-5.509757996E-2,-7.237913460E-2,9.510704420E-2
1.542307151E1,-1.827329397E-2,-9.263229370E-2,-7.711719722E-2,1.219086429E-1
1.542778645E1,-7.044547796E-2,-8.238315582E-2,-1.102677882E-1,1.546238495E-1
1.543250145E1,-6.517851353E-2,-9.594345093E-2,-1.337452233E-1,1.770343728E-1
1.543721640E1,-2.667975426E-2,-7.141971588E-2,-1.427283883E-1,1.618146407E-1
1.544193140E1,1.149910688E-2,-5.658912659E-2,-1.229002476E-1,1.357903883E-1
1.544664635E1,8.258080482E-2,-5.611991882E-2,-1.030368432E-1,1.434769169E-1
1.545136135E1,9.606599808E-2,-5.091285706E-2,-6.414976716E-2,1.262378217E-1
1.545607630E1,8.096432686E-2,-4.574871063E-2,-5.395542830E-2,1.075144409E-1
1.546079130E1,9.446299076E-2,-1.215362549E-2,-1.184288412E-3,9.524898831E-2
1.546550625E1,6.988298893E-2,6.923675537E-3,3.216403350E-2,7.724049764E-2
1.547022119E1,8.341807127E-2,6.854915619E-2,1.030946821E-1,1.492852133E-1
1.547493619E1,6.836545467E-2,8.694839478E-2,1.353565603E-1,1.748006212E-1
1.547965119E1,6.287395954E-2,7.196712494E-2,1.434648037E-1,1.723790932E-1
1.548436614E1,5.268186331E-2,9.982204437E-2,1.560953408E-1,1.926280735E-1
1.548908109E1,2.828013897E-2,7.998085022E-2,1.542502046E-1,1.760392805E-1
1.549379609E1,-1.015698910E-2,5.555725098E-2,1.094639599E-1,1.231752048E-1
1.549851104E1,-2.918088436E-2,7.619857788E-3,9.344822168E-2,9.819448243E-2
1.550322604E1,-3.844422102E-2,-1.143264771E-2,7.747144997E-2,8.723811738E-2
1.550794099E1,-1.909995079E-2,-3.981113434E-2,6.167785451E-2,7.585441500E-2
1.551265599E1,-2.359014750E-2,-2.998161316E-2,3.205729276E-2,4.983033419E-2
1.551737093E1,3.766417503E-4,-5.345821381E-2,1.707105339E-2,5.611901056E-2
1.552208593E1,1.465326548E-2,-6.250190735E-2,2.608304098E-2,6.929308507E-2
1.552680088E1,9.773433208E-3,-5.723762512E-2,4.934033006E-2,7.619799142E-2
1.553151588E1,3.341037035E-2,-6.150913239E-2,3.457655013E-2,7.807153151E-2
1.553623083E1,2.837711573E-2,-4.201507568E-2,3.894620761E-2,6.393226391E-2
1.554094578E1,3.282254934E-2,-1.319789886E-2,4.795238748E-2,5.958972852E-2
1.554566078E1,1.350170374E-2,-8.350372314E-3,6.632494181E-2,6.819840635E-2
1.555037578E1,8.578658104E-3,1.202583313E-3,8.913422376E-2,8.955417035E-2
1.555509073E1,1.798903942E-2,1.189231873E-3,8.798021078E-2,8.980833648E-2
1.555980567E1,2.737671137E-2,2.016353607E-2,1.200561672E-1,1.247779460E-1
1.556452067E1,5.572509766E-2,2.475070953E-2,1.139544919E-1,1.292420611E-1
1.556923562E1,6.960141659E-2,1.980590820E-2,1.458413303E-1,1.628076313E-1
1.557395062E1,8.336323500E-2,4.337787628E-2,1.537722647E-1,1.802137023E-1
1.557866557E1,7.797235250E-2,4.301834106E-2,1.805530488E-1,2.013198174E-1
1.558338057E1,4.889744520E-2,4.741001129E-2,1.550745070E-1,1.693716979E-1
1.558809552E1,4.848378897E-2,4.226684570E-2,1.487913430E-1,1.620988210E-1
1.559281052E1,3.389167786E-2,3.717327118E-2,1.331862807E-1,1.423695308E-1
1.559752546E1,-9.109199047E-3,3.641128540E-3,1.272027493E-1,1.275804638E-1
1.560224047E1,-3.282427788E-2,-1.141548157E-3,1.023417935E-1,1.074829244E-1
1.560695541E1,-1.362949610E-2,3.606796265E-3,6.350076944E-2,6.504705883E-2
1.561167036E1,-4.679721594E-2,-2.964973450E-2,7.254118472E-2,9.127600811E-2
1.561638536E1,-4.657810926E-2,-5.789279938E-2,7.690495998E-2,1.069367540E-1
1.562110031E1,-4.630428553E-2,-7.165813446E-2,2.912911773E-2,9.015254069E-2
1.562581531E1,-4.128700495E-2,-1.042900085E-1,3.886793554E-2,1.187086310E-1
1.563053026E1,-2.665346861E-2,-8.442783356E-2,1.542827487E-2,8.986933923E-2
1.563524526E1,-2.595424652E-3,-4.574203491E-2,3.027310967E-2,5.491385214E-2
1.563996020E1,2.606326342E-2,-7.373809814E-3,4.030996561E-2,4.856500899E-2
1.564467520E1,6.392002106E-2,2.592563629E-2,4.069878906E-2,8.008931976E-2
1.564939015E1,1.251929402E-1,4.945373535E-2,7.426474988E-2,1.537341774E-1
1.565410515E1,1.431899071E-1,8.701801300E-2,1.122065857E-1,2.016576355E-1
1.565882010E1,1.562377214E-1,7.680511475E-2,1.401946545E-1,2.235258204E-1
1.566353510E1,1.453367472E-1,4.768180847E-2,1.393630803E-1,2.069260570E-1
1.566825005E1,9.650349617E-2,5.675888062E-2,1.572038233E-1,1.929962108E-1
1.567296505E1,4.807639122E-2,2.779388428E-2,1.272879988E-1,1.388743102E-1
1.567768000E1,9.485960007E-3,3.228473663E-2,9.760005027E-2,1.032378684E-1
1.568239500E1,-3.821915388E-2,8.268356323E-3,7.766249031E-2,8.695131880E-2
1.568710994E1,-7.129037380E-2,-6.055831909E-3,5.315681547E-2,8.913269618E-2
1.569182489E1,-8.510458469E-2,-3.924274445E-2,1.480832696E-2,9.487923838E-2
1.569653989E1,-5.598193407E-2,-2.468395233E-2,-4.687066749E-2,7.707226424E-2
1.570125484E1,-9.343332052E-2,-4.345512390E-2,-7.953239232E-2,1.301673331E-1
1.570596984E1,-7.820492983E-2,-4.781627655E-2,-9.775607288E-2,1.340099143E-1
1.571068479E1,-2.033746243E-2,-2.840709686E-2,-1.490253806E-1,1.530658015E-1
1.571539979E1,4.659557343E-2,-9.152412415E-3,-1.617397368E-1,1.685664752E-1
1.572011474E1,1.082842350E-1,9.949684143E-3,-1.362046897E-1,1.742876624E-1
1.572482974E1,1.741510630E-1,2.888679504E-2,-8.233065158E-2,1.947854611E-1
1.572954468E1,2.061952353E-1,4.948616028E-3,-3.837576136E-2,2.097943348E-1
1.573425968E1,1.810239553E-1,-1.879024506E-2,3.362010419E-2,1.850758145E-1
1.573897463E1,1.656092405E-1,5.132675171E-3,8.587127179E-2,1.866189707E-1
1.574368963E1,1.408307552E-1,-4.364967346E-3,1.139138490E-1,1.811869740E-1
1.574840458E1,1.115106344E-1,5.198478699E-3,9.424379468E-2,1.460942799E-1
1.575311958E1,5.870294571E-2,2.417373657E-2,1.078367680E-1,1.251366210E-1
1.575783453E1,1.102340221E-2,3.349304199E-2,9.281489998E-2,9.928698261E-2
1.576254953E1,-3.626048565E-2,1.900482178E-2,5.410088599E-2,6.784476350E-2
1.576726448E1,-1.116261482E-1,2.836704254E-2,1.572671533E-2,1.162429165E-1
1.577197942E1,-1.151211858E-1,-3.099441528E-4,1.451067626E-3,1.151307478E-1
1.577669442E1,-1.043488383E-1,-5.019187927E-3,-4.599333555E-2,1.141457806E-1
1.578140937E1,-1.363216043E-1,2.353763580E-2,-1.025454402E-1,1.722009506E-1
1.578612437E1,-1.348052621E-1,1.388931274E-2,-8.736271411E-2,1.612377608E-1
1.579083932E1,-1.096249819E-1,4.315376282E-3,-7.224646956E-2,1.313613775E-1
1.579555432E1,-7.515913248E-2,4.315376282E-3,-7.132749259E-2,1.037069374E-1
1.580026927E1,-4.103225470E-2,3.278636932E-2,-2.279813588E-2,5.725685058E-2
1.580498427E1,-2.496480942E-3,1.355743408E-2,2.533133328E-2,2.883943276E-2
1.580969922E1,3.086268902E-2,3.968238831E-3,5.890548974E-2,6.661913550E-2
1.581441422E1,4.010426998E-2,-5.552291870E-3,1.111157238E-1,1.182619318E-1
1.581912916E1,4.921245575E-2,1.347541809E-2,9.171570837E-2,1.049534366E-1
1.582384416E1,5.344098806E-2,2.759265900E-2,7.245573401E-2,9.416542586E-2
1.582855911E1,4.333859682E-2,8.364677429E-3,3.904723376E-2,5.893121641E-2
1.583327411E1,-4.647314548E-3,3.534317017E-3,5.828410387E-3,8.249805872E-3
1.583798906E1,-1.426792145E-2,-6.000518799E-3,-4.128373414E-2,4.408998200E-2
1.584270401E1,-9.516537189E-3,-3.917980194E-2,-7.843883336E-2,8.819451195E-2
1.584741901E1,-3.337860107E-6,-7.207679749E-2,-5.827935413E-2,9.269060289E-2
1.585213401E1,-9.552776814E-3,-6.673145294E-2,-6.184935570E-2,9.148598339E-2
1.585684895E1,-4.730284214E-3,-3.295230865E-2,-5.114084110E-2,6.102143773E-2
1.586156390E1,9.544134140E-3,-8.944511414E-3,-6.895177811E-2,7.018149675E-2
1.586627890E1,1.415216923E-2,5.756950378E-2,-2.491934970E-2,6.430789725E-2
1.587099385E1,3.295946121E-2,7.132530212E-2,-1.928152516E-2,8.090365887E-2
1.587570885E1,2.308046818E-2,6.597900391E-2,5.219373852E-3,7.009407130E-2
1.588042380E1,4.644846916E-2,8.439731598E-2,-8.505869657E-3,9.670944654E-2
1.588513880E1,4.114603996E-2,7.418727875E-2,1.100914925E-2,8.554501914E-2
1.588985375E1,3.114128113E-2,4.033279419E-2,3.500714898E-2,6.182244056E-2
1.589456875E1,4.963827133E-2,5.421257019E-2,-7.791396230E-3,7.391661926E-2
1.589928369E1,4.899764061E-2,7.746791840E-2,-2.175304294E-2,9.420850303E-2
1.590399869E1,7.209122181E-2,6.256294250E-2,-3.096413799E-2,1.003496083E-1
1.590871364E1,3.324091434E-2,4.777431488E-2,-1.172397286E-2,5.936998474E-2
1.591342864E1,3.742611408E-2,3.310966492E-2,-1.647874713E-2,5.261666117E-2
1.591814359E1,-3.424537182E-2,-5.151748657E-3,-1.179663837E-2,3.658478758E-2
1.592285859E1,-6.255352497E-2,-3.834342957E-2,1.169102639E-2,7.429564035E-2
1.592757354E1,-5.735129118E-2,-7.125186920E-2,-2.193750069E-2,9.405983947E-2
1.593228854E1,-8.530282974E-2,-8.963871002E-2,-6.000288203E-2,1.375209691E-1
1.593700349E1,-6.539785862E-2,-6.039714813E-2,-9.298240393E-2,1.287261545E-1
1.594171849E1,-3.136575222E-2,-3.139400482E-2,-9.726832807E-2,1.069136175E-1
1.594643343E1,-1.185256243E-2,1.160621643E-2,-7.776837051E-2,7.951796619E-2
1.595114843E1,3.591978550E-2,4.000282288E-2,-1.571482047E-2,5.601260939E-2
1.595586338E1,7.369351387E-2,4.917144775E-2,1.735698059E-2,9.027640908E-2
1.596057833E1,6.844186783E-2,6.775379181E-2,8.809062839E-2,1.305175252E-1
1.596529333E1,3.470396996E-2,6.244659424E-2,1.342272311E-1,1.520555564E-1
1.597000828E1,5.936264992E-3,2.870082855E-2,1.560447514E-1,1.587732384E-1
1.597472328E1,-3.610372543E-3,1.896476746E-2,1.254000217E-1,1.268773527E-1
1.597943822E1,-1.788115501E-2,1.404666901E-2,9.013208002E-2,9.295609966E-2
1.598415323E1,-7.480204105E-2,-9.817123413E-3,4.099942744E-2,8.586427842E-2
1.598886812E1,-6.475269794E-2,-3.822231293E-2,1.612798870E-2,7.690233492E-2
1.599358317E1,-6.907987595E-2,-2.368354797E-2,-8.374750614E-3,7.350561987E-2
1.599829812E1,-7.811635733E-2,-2.824783325E-2,-7.053366303E-2,1.089729461E-1
1.600301312E1,-7.753032446E-2,-3.276634216E-2,-1.129128486E-1,1.408328647E-1
1.600772807E1,-4.841887951E-2,-6.096935272E-2,-8.833092451E-2,1.177454971E-1
1.601244307E1,-1.966154575E-2,-7.471179962E-2,-6.853238493E-2,1.032720542E-1
1.601715802E1,-1.492774487E-2,-6.461429596E-2,-7.247183472E-2,9.823447275E-2
1.602187296E1,-7.421970367E-4,-8.307361603E-2,-4.292935133E-2,9.351313139E-2
1.602658796E1,-9.671449661E-4,-8.714771271E-2,-1.364445314E-2,8.821468302E-2
1.603130297E1,2.722930908E-2,-8.170127869E-2,2.024228126E-2,8.846628828E-2
1.603601791E1,1.247882843E-2,-9.528350830E-2,1.107900962E-2,9.673371991E-2
1.604073286E1,-4.005908966E-2,-9.925651550E-2,3.990248218E-2,1.142313207E-1
1.604544786E1,-3.995645046E-2,-8.895778656E-2,2.115114033E-2,9.978665472E-2
1.605016281E1,-6.358444691E-2,-7.399845123E-2,-1.160823554E-2,9.825224580E-2
1.605487781E1,-8.227157593E-2,-6.865596771E-2,-6.099849939E-3,1.073287579E-1
1.605959276E1,-9.125655890E-2,-4.911422729E-2,-1.016751304E-2,1.041313842E-1
1.606430776E1,-1.048577428E-1,-2.973270416E-2,-9.661529213E-3,1.094190343E-1
1.606902270E1,-7.077693939E-2,2.271842957E-2,1.921461150E-2,7.677697237E-2
1.607373770E1,-1.325094700E-2,3.202247620E-2,3.840861842E-2,5.173247092E-2
1.607845265E1,2.001237869E-2,7.446193695E-2,8.114866167E-2,1.119382895E-1
1.608316765E1,3.876286745E-2,9.756565094E-2,1.092108786E-1,1.514880594E-1
1.608788260E1,3.362917900E-2,9.674739838E-2,1.511478722E-1,1.825832962E-1
1.609259760E1,9.556055069E-3,8.169555664E-2,1.355459690E-1,1.585502819E-1
1.609731255E1,-1.426088810E-2,6.677627563E-2,1.342055500E-1,1.505774670E-1
1.610202755E1,-1.884090900E-2,6.147575378E-2,9.011436254E-2,1.107016102E-1
1.610674250E1,-1.377958059E-2,4.029273987E-3,4.644639045E-2,4.861459736E-2
1.611145744E1,-5.147236586E-2,-1.497173309E-2,4.116419703E-2,6.758733872E-2
1.611617244E1,-8.879381418E-2,-7.177639008E-2,4.064895213E-2,1.211962414E-1
1.612088739E1,-1.115093231E-1,-9.013462067E-2,-1.672812924E-2,1.443551499E-1
1.612560239E1,-1.149393916E-1,-7.510662079E-2,-4.037366807E-2,1.431156920E-1
1.613031734E1,-9.935742617E-2,-6.494808197E-2,-6.360464543E-2,1.346688621E-1
1.613503234E1,-9.339630604E-2,-2.639961243E-2,-7.224864513E-2,1.209945298E-1
1.613974729E1,-4.002571106E-2,-1.189994812E-2,-3.327398002E-2,5.339310871E-2
1.614446229E1,-6.081700325E-3,1.197147369E-2,1.501219720E-2,2.014123447E-2
1.614917724E1,1.323252916E-2,-2.332687378E-3,3.444322944E-2,3.697130391E-2
1.615389224E1,3.707623482E-2,-7.033348083E-3,4.901672155E-2,6.186076434E-2
